,address,city,state,zip
180628,28 t st nw,Washington,DC,
233005,1705 30th st se,Washington,DC,
234873,30th st se,Washington,DC,
236131,se,Washington,DC,
41602,0555 massachusetts av,Washington,DC,
108752,3871 newark st nw  unit: c471,Washington,DC,
145077,3883 connecticut av,Washington,DC,
101678,4105 46th st nw,Washington,DC,
168760,919 florida ave nw  unit: 606,Washington,DC,
175412,1219 floral st nw,Washington,DC,
229147,m st se,Washington,DC,
42583,0555 massachusetts av,Washington,DC,
220264,0529 55th st ne,Washington,DC,
228141,4518 texas ave se,Washington,DC,
20656,1124 10th st nw  unit: 1a,Washington,DC,
219597,nannie helen burroughs ave ne,Washington,DC,
176898,823 kennedy st nw,Washington,DC,
169022,720 fairmont st nw,Washington,DC,
153518,nw,Washington,DC,
21233,2120 vermont ave nw  unit: 204,Washington,DC,
176342,6108 9th st nw,Washington,DC,
248802,ne,Washington,DC,
137594,3883 connecticut av,Washington,DC,
216840,45th st ne,Washington,DC,
17647,temperance ct nw,Washington,DC,
105977,4101 albemarle st nw  unit: 422,Washington,DC,
158021,chapin st nw,Washington,DC,
38764,0555 massachusetts av,Washington,DC,
212621,dix st ne,Washington,DC,
133616,3883 connecticut av,Washington,DC,
46397,0555 massachusetts av,Washington,DC,
249059,se,Washington,DC,
125181,3883 connecticut av,Washington,DC,
65364,h st nw,Washington,DC,
209320,kramer st ne,Washington,DC,
194487,534 ingraham st ne,Washington,DC,
153335,2351 champlain st nw pu-7,Washington,DC,
48840,0555 massachusetts av,Washington,DC,
231212,1404 young st se,Washington,DC,
148469,3010 legation st nw,Washington,DC,
196996,2222 13th st ne,Washington,DC,
128934,3883 connecticut av,Washington,DC,
92233,p st nw,Washington,DC,
22487,910 m st nw  unit: 718,Washington,DC,
12653,1440 church st nw  unit: 202,Washington,DC,
77355,1119 7th st ne,Washington,DC,
186994,209 taylor st nw,Washington,DC,
173371,georgia ave nw,Washington,DC,
56992,0555 massachusetts av,Washington,DC,
75118,1132 6th st ne  unit: 1,Washington,DC,
107400,4100 cathedral ave nw g-1-4,Washington,DC,
137607,3883 connecticut av,Washington,DC,
245264,raleigh st se,Washington,DC,
33433,0400 8th st nw,Washington,DC,
91265,1214 28th st nw,Washington,DC,
20806,1001 l st nw  unit: 511,Washington,DC,
219683,5410 - 5412 nannie helen burroughs av ne,Washington,DC,
97070,4038 chancery ct nw,Washington,DC,
109412,4618 38th st nw,Washington,DC,
40282,0555 massachusetts av,Washington,DC,
107587,2801 new mexico ave nw  unit: 716,Washington,DC,
248394,ne,Washington,DC,
207399,bladensburg rd ne,Washington,DC,
72301,333 2nd st ne  unit: 307,Washington,DC,
245679,15 halley pl se,Washington,DC,
9610,1930 new hampshire ave nw  unit: 22,Washington,DC,
42926,0555 massachusetts av,Washington,DC,
251083,h st nw,Washington,DC,
101920,4517 harrison st nw,Washington,DC,
222255,305 54th st ne,Washington,DC,
167994,1232 fairmont st nw,Washington,DC,
104105,4335 windom pl nw,Washington,DC,
19810,1150 k st nw c-3,Washington,DC,
214703,eads st ne,Washington,DC,
181699,14 channing st nw,Washington,DC,
157007,1970 upshur st nw,Washington,DC,
9658,1621 t st nw  unit: 301,Washington,DC,
174675,4800  georgia av nw 401,Washington,DC,
63493,1150  4th st sw 619,Washington,DC,
151216,2311 connecticut ave nw  unit: 601,Washington,DC,
142816,3883 connecticut av,Washington,DC,
232600,1912 21st pl se,Washington,DC,
15972,1312 massachusetts ave nw  unit: 209,Washington,DC,
176270,nw,Washington,DC,
181692,42 channing st nw,Washington,DC,
38285,515 q st nw  unit: 3,Washington,DC,
76167,639 f st ne,Washington,DC,
5489,1301 20th st nw  unit: 507,Washington,DC,
16536,nw,Washington,DC,
147979,4024 linnean av nw,Washington,DC,
62810,3rd st sw,Washington,DC,
77876,7th st se,Washington,DC,
35138,0400 8th st nw,Washington,DC,
154087,2200 17th st nw g-16,Washington,DC,
209364,1663 kramer st ne,Washington,DC,
114322,6417 33rd st nw,Washington,DC,
152612,1826 wyoming ave nw,Washington,DC,
64677,129 q st sw,Washington,DC,
105231,2325 42nd st nw  unit: 202,Washington,DC,
100217,nw,Washington,DC,
133106,3883 connecticut av,Washington,DC,
73764,316 north carolina ave se,Washington,DC,
137648,3883 connecticut av,Washington,DC,
5937,1823 riggs pl nw  unit: 9,Washington,DC,
48001,0555 massachusetts av,Washington,DC,
43905,0555 massachusetts av,Washington,DC,
155784,1707 kenyon st nw,Washington,DC,
106723,5302 reno rd nw,Washington,DC,
220259,5513 foote st ne,Washington,DC,
20359,1706 10th st nw,Washington,DC,
171170,georgia ave nw,Washington,DC,
233600,se,Washington,DC,
4720,1330 new hampshire ave nw  unit: 603,Washington,DC,
31096,0400 8th st nw,Washington,DC,
138158,3883 connecticut av,Washington,DC,
174263,1241  shepherd st nw 3,Washington,DC,
131044,3883 connecticut av,Washington,DC,
146607,3883 connecticut av,Washington,DC,
74872,709 5th st se,Washington,DC,
147527,3883 connecticut av,Washington,DC,
154613,2727 ontario rd nw,Washington,DC,
88835,se,Washington,DC,
110995,3503 springland ln nw,Washington,DC,
19077,2004 11th st nw  unit: 136,Washington,DC,
184903,4209 new hampshire ave nw,Washington,DC,
14418,2125 14th st nw  unit: 427,Washington,DC,
2552,m st nw,Washington,DC,
70178,o st ne,Washington,DC,
69086,h st nw,Washington,DC,
249529,se,Washington,DC,
172349,georgia ave nw,Washington,DC,
251137,h st nw,Washington,DC,
245229,raleigh st se,Washington,DC,
74206,4th st se,Washington,DC,
98791,4840 macarthur blvd nw  unit: 601,Washington,DC,
36324,s st nw,Washington,DC,
55109,0555 massachusetts av,Washington,DC,
154415,2901 16th st nw  unit: 102,Washington,DC,
188409,1st pl nw,Washington,DC,
40053,0555 massachusetts av,Washington,DC,
145064,3883 connecticut av,Washington,DC,
104434,5358 43rd st nw,Washington,DC,
137862,3883 connecticut av,Washington,DC,
93979,nw,Washington,DC,
128606,3883 connecticut av,Washington,DC,
154785,1726  lanier pl nw p-1,Washington,DC,
9633,1930 new hampshire ave nw  unit: 57,Washington,DC,
76864,0611  d st se 4e,Washington,DC,
70690,m st se,Washington,DC,
108345,3304 idaho av nw,Washington,DC,
204090,2611 22nd st ne,Washington,DC,
192178,558 regent pl ne,Washington,DC,
32198,0400 8th st nw,Washington,DC,
75291,525 f st ne,Washington,DC,
34231,0400 8th st nw,Washington,DC,
244035,3211 8th st se  unit: 6,Washington,DC,
56687,0555 massachusetts av,Washington,DC,
168360,1341 clifton st nw  unit: 203,Washington,DC,
207195,2204 s st ne,Washington,DC,
71602,221 parker st ne,Washington,DC,
179293,w st nw,Washington,DC,
217571,meade st ne,Washington,DC,
83177,1346 constitution av ne,Washington,DC,
245010,0401 - 0403 mellon st se,Washington,DC,
82178,1209  g st se 3,Washington,DC,
95711,2445 39th st nw,Washington,DC,
72925,1134 abbey pl ne,Washington,DC,
171842,georgia ave nw,Washington,DC,
221197,254 division ave ne,Washington,DC,
58348,0415 q st nw,Washington,DC,
91375,2715 m st nw unit: p39,Washington,DC,
241940,2605 douglass rd se  unit: 402,Washington,DC,
216781,meade st ne,Washington,DC,
198441,new york av,Washington,DC,
160775,1452 ogden st nw,Washington,DC,
55199,0555 massachusetts av,Washington,DC,
63104,3rd st sw,Washington,DC,
226778,burns st se,Washington,DC,
102856,4201 cathedral ave nw  unit: 421e,Washington,DC,
83065,333 tennessee ave ne,Washington,DC,
155666,1729 irving st nw,Washington,DC,
18588,1225 13th st nw  unit: 305,Washington,DC,
69149,h st nw,Washington,DC,
233991,2613 30th st se,Washington,DC,
116554,2900 29th st nw,Washington,DC,
167131,1390 kenyon st nw  unit: 419,Washington,DC,
6728,1815 18th st nw  unit: 201,Washington,DC,
41445,0555 massachusetts av,Washington,DC,
107649,2801 new mexico ave nw  unit: 1107,Washington,DC,
107542,2801 new mexico ave nw  unit: 502,Washington,DC,
204678,monroe st ne,Washington,DC,
54092,0555 massachusetts av,Washington,DC,
230487,3244 o st se,Washington,DC,
121700,3883 connecticut av,Washington,DC,
2261,3 washington cir nw  unit: 706,Washington,DC,
31629,0400 8th st nw,Washington,DC,
37841,700 7th st sw  unit: 415,Washington,DC,
51085,0555 massachusetts av,Washington,DC,
37882,700 7th st sw  unit: 602,Washington,DC,
162960,nw,Washington,DC,
186249,6018 3rd st nw,Washington,DC,
31904,0400 8th st nw,Washington,DC,
22477,910 m st nw  unit: 703,Washington,DC,
149459,6501 barnaby st nw,Washington,DC,
189463,51 r st ne,Washington,DC,
97689,4419 p st nw,Washington,DC,
137025,3883 connecticut av,Washington,DC,
147251,3883 connecticut av,Washington,DC,
21902,10th st nw,Washington,DC,
145765,3883 connecticut av,Washington,DC,
43006,0555 massachusetts av,Washington,DC,
124920,3883 connecticut av,Washington,DC,
80131,0156 11th st ne,Washington,DC,
247302,605 galveston pl se,Washington,DC,
121492,3883 connecticut av,Washington,DC,
149193,6226 29th st nw,Washington,DC,
21295,2120 vermont ave nw  unit: 420,Washington,DC,
136547,3883 connecticut av,Washington,DC,
74549,410 5th st ne  unit: 23,Washington,DC,
189222,1919 north capitol st ne,Washington,DC,
86861,1539 a st se,Washington,DC,
192109,711 irving st ne  unit: 3,Washington,DC,
93400,wisconsin av nw,Washington,DC,
46318,0555 massachusetts av,Washington,DC,
122591,3883 connecticut av,Washington,DC,
97654,4418 q st nw,Washington,DC,
78368,532 9th st ne,Washington,DC,
246087,834 yuma st se,Washington,DC,
54773,0555 massachusetts av,Washington,DC,
76147,621 f st ne,Washington,DC,
5014,2030 f st nw  unit: 402,Washington,DC,
41679,0555 massachusetts av,Washington,DC,
69494,h st nw,Washington,DC,
252019,1708 - 1710 summit pl nw unit: p2,Washington,DC,
226300,se,Washington,DC,
46427,0555 massachusetts av,Washington,DC,
68383,h st nw,Washington,DC,
231334,1400 18th pl se,Washington,DC,
222264,330 55th st ne,Washington,DC,
114235,3305 quesada st nw,Washington,DC,
165302,nw,Washington,DC,
244224,3502 7th st se,Washington,DC,
244350,4th st se,Washington,DC,
6678,1724 swann st nw,Washington,DC,
219193,eastern av ne,Washington,DC,
61049,811 4th st nw  unit: 804,Washington,DC,
248268,ne,Washington,DC,
174056,georgia ave nw,Washington,DC,
239586,1242 w st se,Washington,DC,
139558,3883 connecticut av,Washington,DC,
135552,3883 connecticut av,Washington,DC,
117543,2818 connecticut av,Washington,DC,
88593,1700 bay st se,Washington,DC,
223726,142 56th pl se,Washington,DC,
220291,58th st ne,Washington,DC,
34770,0400 8th st nw,Washington,DC,
149718,3008 dogwood st nw,Washington,DC,
143406,3883 connecticut av,Washington,DC,
132797,3883 connecticut av,Washington,DC,
169597,770 lamont st nw,Washington,DC,
1278,922 24th st nw  unit: 306,Washington,DC,
46283,0555 massachusetts av,Washington,DC,
163025,nw,Washington,DC,
21672,nw,Washington,DC,
53612,0555 massachusetts av,Washington,DC,
234490,se,Washington,DC,
101246,3819 48th st nw,Washington,DC,
46851,0555 massachusetts av,Washington,DC,
173230,georgia ave nw,Washington,DC,
174864,5600 georgia ave nw,Washington,DC,
163764,6425 14th st nw  unit: b1,Washington,DC,
70518,1025 1st st se  unit: 811,Washington,DC,
102017,4404 faraday pl nw,Washington,DC,
168611,1308 clifton st nw  unit: 502,Washington,DC,
239707,w st se,Washington,DC,
170573,701 lamont st nw p-2,Washington,DC,
35371,0400 8th st nw,Washington,DC,
70530,1025 1st st se  unit: 907,Washington,DC,
122514,3883 connecticut av,Washington,DC,
156359,3325 18th st nw,Washington,DC,
94947,2141 wisconsin av nw,Washington,DC,
68322,h st nw,Washington,DC,
43663,0555 massachusetts av,Washington,DC,
50022,0555 massachusetts av,Washington,DC,
24826,10th st nw,Washington,DC,
221149,eads st ne,Washington,DC,
10429,2001 16th st nw  unit: 607,Washington,DC,
31486,0400 8th st nw,Washington,DC,
90773,3225 grace st nw  unit: 226,Washington,DC,
234240,alabama ave se,Washington,DC,
174148,georgia ave nw,Washington,DC,
26146,h st nw,Washington,DC,
41344,0555 massachusetts av,Washington,DC,
204534,2514 perry st ne,Washington,DC,
156511,3301 19th st nw unit: p1,Washington,DC,
132574,3883 connecticut av,Washington,DC,
205889,3717 commodore joshua barney dr ne,Washington,DC,
247054,51 danbury st sw,Washington,DC,
31817,0400 8th st nw,Washington,DC,
238726,2818 bruce pl se,Washington,DC,
60600,nw,Washington,DC,
186269,327 oglethorpe st nw,Washington,DC,
227380,alabama ave se,Washington,DC,
96506,1928 38th st nw,Washington,DC,
147893,4007 connecticut ave nw  unit: 105,Washington,DC,
4881,1316 new hampshire ave nw  unit: 703,Washington,DC,
105685,4000 tunlaw rd nw unit: 225,Washington,DC,
144834,3883 connecticut av,Washington,DC,
77666,404 8th st ne,Washington,DC,
153299,2434 ontario rd nw  unit: 1,Washington,DC,
56248,0555 massachusetts av,Washington,DC,
47065,0555 massachusetts av,Washington,DC,
19218,1839 12th st nw,Washington,DC,
2139,1140 23rd st nw  unit: 508,Washington,DC,
244114,3329 7th st se,Washington,DC,
236471,33rd st se,Washington,DC,
186000,6607 5th st nw,Washington,DC,
4238,522 21st st nw  unit: 607,Washington,DC,
86028,se,Washington,DC,
16362,1314 massachusetts av,Washington,DC,
208774,2415 benning rd ne,Washington,DC,
12423,1451 corcoran st nw,Washington,DC,
221937,56th pl ne,Washington,DC,
2756,2201 l st nw  unit: 212,Washington,DC,
17105,2020 12th st nw  unit: t08,Washington,DC,
185827,5611 5th st nw  unit: 13,Washington,DC,
89941,3210 grace st nw unit: p13,Washington,DC,
64309,h st nw,Washington,DC,
156073,1717 lamont st nw  unit: b,Washington,DC,
20009,h st nw,Washington,DC,
199738,ne,Washington,DC,
9456,2008 16th st nw  unit: 304,Washington,DC,
30421,0400 8th st nw,Washington,DC,
30032,0400 8th st nw,Washington,DC,
153050,2380 champlain st nw 17,Washington,DC,
68217,h st nw,Washington,DC,
98046,1440 foxhall rd nw,Washington,DC,
112510,3515 yuma st nw,Washington,DC,
153500,2415 ontario rd nw,Washington,DC,
203114,ne,Washington,DC,
150425,2231 bancroft pl nw  unit: 1b,Washington,DC,
209662,1906 d st ne,Washington,DC,
101926,5227 western ave nw,Washington,DC,
86102,1424 k st se,Washington,DC,
24255,h st nw,Washington,DC,
102440,4339 embassy park rd nw,Washington,DC,
248541,ne,Washington,DC,
210754,755 anacostia ave ne,Washington,DC,
4485,1611 21st st nw  unit: 3,Washington,DC,
202553,1934 quincy st ne,Washington,DC,
50094,0555 massachusetts av,Washington,DC,
168875,2030  8th st nw 310,Washington,DC,
136114,3883 connecticut av,Washington,DC,
238434,se,Washington,DC,
223315,ne,Washington,DC,
62812,3rd st sw,Washington,DC,
190259,317 douglas st ne,Washington,DC,
175163,1008 rittenhouse st,Washington,DC,
82993,317 13th st ne,Washington,DC,
68274,h st nw,Washington,DC,
117193,2828 connecticut av nw,Washington,DC,
32330,0400 8th st nw,Washington,DC,
243730,3311 11th pl se,Washington,DC,
2725,2201 l st nw  unit: 601,Washington,DC,
119024,2707 woodley pl nw,Washington,DC,
60934,811 4th st nw  unit: 218,Washington,DC,
144941,3883 connecticut av,Washington,DC,
180536,1810 1st st nw  unit: 2,Washington,DC,
122675,3883 connecticut av,Washington,DC,
59002,440 l st nw  unit: 803,Washington,DC,
143860,3883 connecticut av,Washington,DC,
80367,1002 g st se,Washington,DC,
130227,3883 connecticut av,Washington,DC,
147930,4007 connecticut ave nw  unit: 405,Washington,DC,
631,0955 26th st nw unit: p7,Washington,DC,
5135,nw,Washington,DC,
105995,4101 albemarle st nw  unit: 441,Washington,DC,
218549,106 50th st ne,Washington,DC,
2278,0003 washington cir nw unit: p2,Washington,DC,
12917,1401 church st nw p-323,Washington,DC,
49497,0555 massachusetts av,Washington,DC,
112568,nw,Washington,DC,
19566,1115 12th st nw  unit: 301,Washington,DC,
157679,16th st nw,Washington,DC,
226727,1240 46th st se,Washington,DC,
179993,1873 3rd st nw,Washington,DC,
177202,5104 9th st nw,Washington,DC,
185268,4114 4th st nw,Washington,DC,
123963,3883 connecticut av,Washington,DC,
19711,1150 k st nw  unit: 504,Washington,DC,
146334,3883 connecticut av,Washington,DC,
234562,2132 31st st se,Washington,DC,
44886,0555 massachusetts av,Washington,DC,
46492,0555 massachusetts av,Washington,DC,
154132,2200 17th st nw g-62,Washington,DC,
229611,3435 massachusetts ave se,Washington,DC,
136643,3883 connecticut av,Washington,DC,
19591,1101 l st nw  unit: 102,Washington,DC,
13914,1440 n st nw unit: p24,Washington,DC,
216762,meade st ne,Washington,DC,
217593,5010 lee st ne,Washington,DC,
9078,1711 massachusetts av nw unit: p21,Washington,DC,
21969,940 n st nw,Washington,DC,
10204,1520 16th st nw unit: p15,Washington,DC,
11485,15th st nw,Washington,DC,
173622,georgia ave nw,Washington,DC,
108146,3901 cathedral ave nw  unit: 3,Washington,DC,
151133,2321 ashmead pl nw,Washington,DC,
225420,315 - 319 50th st se 315,Washington,DC,
49498,0555 massachusetts av,Washington,DC,
62761,3rd st sw,Washington,DC,
23214,h st nw,Washington,DC,
34287,0400 8th st nw,Washington,DC,
90091,1077 30th st nw  unit: 401,Washington,DC,
205559,2813 31st pl ne 02813,Washington,DC,
183636,nw,Washington,DC,
75424,523 constitution ave ne,Washington,DC,
76664,0657 a st se unit: 2,Washington,DC,
192661,4420 1st pl ne  unit: 32,Washington,DC,
85046,1455 a st ne  unit: a,Washington,DC,
15005,1327 riggs st nw,Washington,DC,
9919,1641 17th st nw,Washington,DC,
191312,209 randolph pl ne,Washington,DC,
187507,228 peabody st nw,Washington,DC,
164313,nw,Washington,DC,
244373,4th st se,Washington,DC,
175760,6910 8th st nw,Washington,DC,
83989,764 13th st se,Washington,DC,
210369,3436 dix st ne,Washington,DC,
118285,2920 garfield ter nw,Washington,DC,
126401,3883 connecticut av,Washington,DC,
31946,0400 8th st nw,Washington,DC,
81953,1217 independence av se,Washington,DC,
192444,708 irving st ne  unit: 301,Washington,DC,
248352,ne,Washington,DC,
217530,meade st ne,Washington,DC,
226553,4447 g st se,Washington,DC,
211648,918 42nd st ne,Washington,DC,
57823,1435 4th st sw  unit: b210,Washington,DC,
6298,1700 v st nw  unit: 3,Washington,DC,
187905,6607 2nd st nw,Washington,DC,
107249,nw,Washington,DC,
110620,5034 nebraska ave nw,Washington,DC,
100025,5430 carolina pl nw,Washington,DC,
48641,0555 massachusetts av,Washington,DC,
62443,3rd st sw,Washington,DC,
58318,429 warner st nw,Washington,DC,
225940,4629 a st se,Washington,DC,
187995,53 underwood st nw,Washington,DC,
199774,ne,Washington,DC,
64186,1410 3rd st nw,Washington,DC,
39338,0555 massachusetts av,Washington,DC,
39118,0555 massachusetts av,Washington,DC,
115072,4544 30th st nw,Washington,DC,
71069,1275 1st st ne,Washington,DC,
88374,1621 h st se,Washington,DC,
